File Name,Number of trades,Number of positive trades,Number of negative trades,Total profit,Total turnover
BANKNIFTY17OCT1825500CE_2018-10-16.csv,7,1,6,-888.0,46911.75
BANKNIFTY17OCT1825500PE_2018-10-16.csv,10,5,5,248.25,32718.75
BANKNIFTY17OCT1825600CE_2018-10-16.csv,9,2,7,-685.5,43455.75
BANKNIFTY17OCT1825600PE_2018-10-16.csv,12,5,7,8.25,58664.25
BANKNIFTY17OCT1825700CE_2018-10-16.csv,6,0,6,-757.5,20988.0
BANKNIFTY17OCT1825700PE_2018-10-16.csv,14,6,8,-62.25,96878.25
BANKNIFTY17OCT1825800CE_2018-10-16.csv,6,3,3,109.5,13866.0
BANKNIFTY17OCT1825800PE_2018-10-16.csv,18,7,11,-1274.25,151466.25
BANKNIFTY17OCT1825900CE_2018-10-16.csv,16,8,8,195.0,24506.25
BANKNIFTY17OCT1826000CE_2018-10-16.csv,13,4,9,-127.5,11439.0
BANKNIFTY17OCT1826100CE_2018-10-16.csv,15,7,8,-30.0,8320.5
BANKNIFTY17OCT1825300CE_2018-10-17.csv,15,1,14,-4251.0,97659.75
BANKNIFTY17OCT1825400CE_2018-10-17.csv,14,3,11,-1919.25,88578.0
BANKNIFTY17OCT1825500CE_2018-10-17.csv,12,3,9,-1809.75,46116.0
BANKNIFTY17OCT1825500PE_2018-10-17.csv,12,4,8,-472.5,17884.5
BANKNIFTY17OCT1825600CE_2018-10-17.csv,14,5,9,-320.25,15225.0
BANKNIFTY17OCT1825600PE_2018-10-17.csv,9,3,6,42.0,29508.0
BANKNIFTY17OCT1825700CE_2018-10-17.csv,19,9,10,-159.75,4413.0
BANKNIFTY17OCT1825700PE_2018-10-17.csv,8,3,5,585.75,50661.0
BANKNIFTY17OCT1825800CE_2018-10-17.csv,29,16,13,-152.25,7392.75
BANKNIFTY17OCT1825800PE_2018-10-17.csv,13,8,5,2704.5,83938.5
BANKNIFTY17OCT1825900CE_2018-10-17.csv,30,14,16,-39.75,1614.0
BANKNIFTY17OCT1825900PE_2018-10-17.csv,13,5,8,1066.5,125342.25
BANKNIFTY17OCT1826000CE_2018-10-17.csv,45,21,24,-67.5,1640.25
BANKNIFTY17OCT1826000PE_2018-10-17.csv,14,9,5,4392.75,182208.0
BANKNIFTY17OCT1826100CE_2018-10-17.csv,58,42,16,6.75,1065.0
BANKNIFTY17OCT1826100PE_2018-10-17.csv,12,7,5,3530.25,180855.75
BANKNIFTY25OCT1823200PE_2018-10-19.csv,27,12,15,-33.0,11971.5
BANKNIFTY25OCT1823300PE_2018-10-19.csv,24,12,12,140.25,11973.75
BANKNIFTY25OCT1823400PE_2018-10-19.csv,21,10,11,97.5,11859.0
BANKNIFTY25OCT1823500PE_2018-10-19.csv,19,8,11,11.25,12462.75
BANKNIFTY25OCT1823600PE_2018-10-19.csv,22,6,16,-250.5,16684.5
BANKNIFTY25OCT1823700PE_2018-10-19.csv,22,9,13,129.0,20277.0
BANKNIFTY25OCT1823800PE_2018-10-19.csv,21,11,10,303.75,22464.75
BANKNIFTY25OCT1823900PE_2018-10-19.csv,23,12,11,111.75,29670.75
BANKNIFTY25OCT1824000PE_2018-10-19.csv,9,6,3,405.75,13773.75
BANKNIFTY25OCT1824100PE_2018-10-19.csv,21,11,10,633.0,39009.0
BANKNIFTY25OCT1824200PE_2018-10-19.csv,12,4,8,-16.5,27198.75
BANKNIFTY25OCT1824300PE_2018-10-19.csv,11,6,5,579.75,27171.75
BANKNIFTY25OCT1824400PE_2018-10-19.csv,11,6,5,635.25,32771.25
BANKNIFTY25OCT1824500PE_2018-10-19.csv,10,3,7,-451.5,35550.75
BANKNIFTY25OCT1824600PE_2018-10-19.csv,9,5,4,718.5,37503.0
BANKNIFTY25OCT1824700PE_2018-10-19.csv,7,3,4,105.0,33048.0
BANKNIFTY25OCT1824800PE_2018-10-19.csv,10,5,5,704.25,59319.0
BANKNIFTY25OCT1824900PE_2018-10-19.csv,8,4,4,649.5,56737.5
BANKNIFTY25OCT1825000CE_2018-10-19.csv,12,5,7,306.0,127165.5
BANKNIFTY25OCT1825000PE_2018-10-19.csv,8,5,3,1567.5,65185.5
BANKNIFTY25OCT1825100CE_2018-10-19.csv,9,3,6,-901.5,75745.5
BANKNIFTY25OCT1825100PE_2018-10-19.csv,8,4,4,853.5,73047.0
BANKNIFTY25OCT1825200CE_2018-10-19.csv,10,3,7,-435.0,69159.0
BANKNIFTY25OCT1825200PE_2018-10-19.csv,11,5,6,510.0,119629.5
BANKNIFTY25OCT1825300CE_2018-10-19.csv,10,3,7,-429.75,61099.5
BANKNIFTY25OCT1825300PE_2018-10-19.csv,15,7,8,1076.25,187593.75
BANKNIFTY25OCT1825400CE_2018-10-19.csv,11,6,5,694.5,54229.5
BANKNIFTY25OCT1825500CE_2018-10-19.csv,10,3,7,-330.75,36629.25
BANKNIFTY25OCT1825600CE_2018-10-19.csv,11,4,7,-197.25,31526.25
BANKNIFTY25OCT1825700CE_2018-10-19.csv,10,5,5,164.25,23823.75
BANKNIFTY25OCT1825800CE_2018-10-19.csv,15,6,9,-61.5,26371.5
BANKNIFTY25OCT1825900CE_2018-10-19.csv,17,12,5,480.0,23160.75
BANKNIFTY25OCT1826000CE_2018-10-19.csv,14,6,8,33.0,15328.5
BANKNIFTY25OCT1826100CE_2018-10-19.csv,18,11,7,271.5,15125.25
BANKNIFTY25OCT1826200CE_2018-10-19.csv,20,9,11,114.75,12391.5
BANKNIFTY25OCT1824000PE_2018-10-22.csv,10,5,5,90.0,5115.0
BANKNIFTY25OCT1824100PE_2018-10-22.csv,15,6,9,30.0,9567.0
BANKNIFTY25OCT1824200PE_2018-10-22.csv,13,4,9,-132.0,9010.5
BANKNIFTY25OCT1824300PE_2018-10-22.csv,13,5,8,-119.25,12541.5
BANKNIFTY25OCT1824400PE_2018-10-22.csv,10,4,6,-133.5,12237.75
BANKNIFTY25OCT1824500PE_2018-10-22.csv,8,4,4,57.0,12363.0
BANKNIFTY25OCT1824600PE_2018-10-22.csv,9,4,5,81.0,16599.75
BANKNIFTY25OCT1824700PE_2018-10-22.csv,9,3,6,-144.75,18651.75
BANKNIFTY25OCT1824800PE_2018-10-22.csv,8,3,5,50.25,23974.5
BANKNIFTY25OCT1824900PE_2018-10-22.csv,10,4,6,298.5,36334.5
BANKNIFTY25OCT1825000PE_2018-10-22.csv,9,4,5,29.25,40872.0
BANKNIFTY25OCT1825100CE_2018-10-22.csv,11,3,8,-1245.0,104055.0
BANKNIFTY25OCT1825100PE_2018-10-22.csv,4,1,3,-544.5,26463.0
BANKNIFTY25OCT1825200CE_2018-10-22.csv,11,3,8,-531.0,86110.5
BANKNIFTY25OCT1825200PE_2018-10-22.csv,10,5,5,1113.75,72306.75
BANKNIFTY25OCT1825300CE_2018-10-22.csv,11,3,8,-602.25,69992.25
BANKNIFTY25OCT1825300PE_2018-10-22.csv,10,5,5,1068.0,91592.25
BANKNIFTY25OCT1825400CE_2018-10-22.csv,12,5,7,173.25,58400.25
BANKNIFTY25OCT1825400PE_2018-10-22.csv,14,3,11,-1424.25,132240.75
BANKNIFTY25OCT1825500CE_2018-10-22.csv,10,5,5,312.75,36342.75
BANKNIFTY25OCT1825500PE_2018-10-22.csv,13,5,8,266.25,148038.75
BANKNIFTY25OCT1825600CE_2018-10-22.csv,11,6,5,453.75,33524.25
BANKNIFTY25OCT1825700CE_2018-10-22.csv,16,5,11,-89.25,31577.25
BANKNIFTY25OCT1825800CE_2018-10-22.csv,14,5,9,13.5,20655.0
BANKNIFTY25OCT1825900CE_2018-10-22.csv,12,4,8,9.75,13175.25
BANKNIFTY25OCT1826000CE_2018-10-22.csv,13,6,7,101.25,9509.25
BANKNIFTY25OCT1826100CE_2018-10-22.csv,17,7,10,27.75,9473.25
BANKNIFTY25OCT1826200CE_2018-10-22.csv,14,4,10,-37.5,5538.0
BANKNIFTY25OCT1826300CE_2018-10-22.csv,18,9,9,44.25,5591.25
BANKNIFTY25OCT1824000PE_2018-10-23.csv,10,6,4,102.0,7056.0
BANKNIFTY25OCT1824100PE_2018-10-23.csv,13,4,9,-122.25,10968.75
BANKNIFTY25OCT1824200PE_2018-10-23.csv,7,3,4,9.75,7427.25
BANKNIFTY25OCT1824300PE_2018-10-23.csv,7,3,4,-24.75,9975.75
BANKNIFTY25OCT1824400PE_2018-10-23.csv,7,2,5,-149.25,12487.5
BANKNIFTY25OCT1824500PE_2018-10-23.csv,7,3,4,136.5,15405.0
BANKNIFTY25OCT1824600PE_2018-10-23.csv,6,3,3,162.0,17583.0
BANKNIFTY25OCT1824700CE_2018-10-23.csv,16,6,10,668.25,166104.75
BANKNIFTY25OCT1824700PE_2018-10-23.csv,10,6,4,822.0,38680.5
BANKNIFTY25OCT1824800CE_2018-10-23.csv,12,3,9,-1099.5,102403.5
BANKNIFTY25OCT1824800PE_2018-10-23.csv,5,1,4,-214.5,23142.0
BANKNIFTY25OCT1824900CE_2018-10-23.csv,9,2,7,-556.5,58971.0
BANKNIFTY25OCT1824900PE_2018-10-23.csv,8,4,4,504.0,46806.0
BANKNIFTY25OCT1825000CE_2018-10-23.csv,7,3,4,156.0,36349.5
BANKNIFTY25OCT1825000PE_2018-10-23.csv,7,3,4,50.25,50882.25
BANKNIFTY25OCT1825100CE_2018-10-23.csv,7,1,6,-512.25,27701.25
BANKNIFTY25OCT1825100PE_2018-10-23.csv,11,5,6,444.75,102713.25
BANKNIFTY25OCT1825200CE_2018-10-23.csv,5,1,4,-179.25,14361.75
BANKNIFTY25OCT1825200PE_2018-10-23.csv,12,5,7,-332.25,136701.0
BANKNIFTY25OCT1825300CE_2018-10-23.csv,9,4,5,288.75,20087.25
BANKNIFTY25OCT1825400CE_2018-10-23.csv,8,2,6,-65.25,13953.75
BANKNIFTY25OCT1825500CE_2018-10-23.csv,10,3,7,-42.0,12324.0
BANKNIFTY25OCT1825600CE_2018-10-23.csv,11,5,6,45.75,9158.25
BANKNIFTY25OCT1825700CE_2018-10-23.csv,9,3,6,-26.25,5804.25
BANKNIFTY25OCT1824500PE_2018-10-24.csv,18,11,7,289.5,13678.5
BANKNIFTY25OCT1824600PE_2018-10-24.csv,12,5,7,-83.25,14615.25
BANKNIFTY25OCT1824700PE_2018-10-24.csv,12,5,7,-101.25,16407.75
BANKNIFTY25OCT1824800PE_2018-10-24.csv,11,5,6,-177.0,19215.0
BANKNIFTY25OCT1824900CE_2018-10-24.csv,14,5,9,-103.5,114508.5
BANKNIFTY25OCT1824900PE_2018-10-24.csv,13,6,7,-105.0,30769.5
BANKNIFTY25OCT1825000CE_2018-10-24.csv,8,0,8,-1986.0,55185.0
BANKNIFTY25OCT1825000PE_2018-10-24.csv,11,5,6,180.75,33176.25
BANKNIFTY25OCT1825100CE_2018-10-24.csv,11,3,8,-602.25,58972.5
BANKNIFTY25OCT1825100PE_2018-10-24.csv,12,6,6,-75.0,56262.75
BANKNIFTY25OCT1825200CE_2018-10-24.csv,13,3,10,-768.0,48319.5
BANKNIFTY25OCT1825200PE_2018-10-24.csv,12,5,7,-60.0,75348.0
BANKNIFTY25OCT1825300CE_2018-10-24.csv,11,2,9,-700.5,29751.0
BANKNIFTY25OCT1825300PE_2018-10-24.csv,12,5,7,-76.5,102789.0
BANKNIFTY25OCT1825400CE_2018-10-24.csv,15,3,12,-418.5,25323.0
BANKNIFTY25OCT1825400PE_2018-10-24.csv,16,7,9,112.5,178511.25
BANKNIFTY25OCT1825500CE_2018-10-24.csv,14,3,11,-309.75,15152.25
BANKNIFTY25OCT1825500PE_2018-10-24.csv,17,8,9,1097.25,212031.75
BANKNIFTY25OCT1825600CE_2018-10-24.csv,16,5,11,-105.0,11170.5
BANKNIFTY25OCT1825700CE_2018-10-24.csv,17,8,9,27.0,7152.0
BANKNIFTY25OCT1825800CE_2018-10-24.csv,24,9,15,-66.0,6657.0
BANKNIFTY25OCT1824500CE_2018-10-25.csv,18,4,14,-2727.0,164995.5
BANKNIFTY25OCT1824500PE_2018-10-25.csv,13,6,7,-19.5,3837.75
BANKNIFTY25OCT1824600CE_2018-10-25.csv,16,6,10,-293.25,111249.75
BANKNIFTY25OCT1824600PE_2018-10-25.csv,10,3,7,-177.0,3597.75
BANKNIFTY25OCT1824700CE_2018-10-25.csv,13,6,7,-234.0,60186.0
BANKNIFTY25OCT1824700PE_2018-10-25.csv,9,1,8,-447.0,9255.75
BANKNIFTY25OCT1824800CE_2018-10-25.csv,7,2,5,-448.5,22206.0
BANKNIFTY25OCT1824800PE_2018-10-25.csv,7,1,6,-966.0,13220.25
BANKNIFTY25OCT1824900CE_2018-10-25.csv,13,6,7,-238.5,19586.25
BANKNIFTY25OCT1824900PE_2018-10-25.csv,4,2,2,-475.5,16693.5
BANKNIFTY25OCT1825000CE_2018-10-25.csv,14,6,8,99.75,12919.5
BANKNIFTY25OCT1825000PE_2018-10-25.csv,8,3,5,-774.75,49136.25
BANKNIFTY25OCT1825100CE_2018-10-25.csv,13,6,7,-87.0,7119.75
BANKNIFTY25OCT1825100PE_2018-10-25.csv,13,5,8,-1293.0,111742.5
BANKNIFTY25OCT1825200CE_2018-10-25.csv,19,10,9,11.25,3063.0
BANKNIFTY25OCT1825200PE_2018-10-25.csv,15,5,10,-1876.5,179629.5
BANKNIFTY01NOV1823400PE_2018-10-26.csv,17,5,12,-88.5,10911.0
BANKNIFTY01NOV1823500PE_2018-10-26.csv,13,3,10,-60.75,9810.75
BANKNIFTY01NOV1823600PE_2018-10-26.csv,14,5,9,-46.5,13924.5
BANKNIFTY01NOV1823700PE_2018-10-26.csv,15,5,10,48.0,19281.75
BANKNIFTY01NOV1823800PE_2018-10-26.csv,13,4,9,-75.0,18733.5
BANKNIFTY01NOV1823900PE_2018-10-26.csv,10,3,7,-84.75,18326.25
BANKNIFTY01NOV1824000PE_2018-10-26.csv,10,4,6,258.75,24534.75
BANKNIFTY01NOV1824100PE_2018-10-26.csv,10,2,8,-268.5,28935.0
BANKNIFTY01NOV1824200PE_2018-10-26.csv,10,3,7,-184.5,34798.5
BANKNIFTY01NOV1824300PE_2018-10-26.csv,9,2,7,-421.5,38580.0
BANKNIFTY01NOV1824400PE_2018-10-26.csv,9,4,5,194.25,51006.0
BANKNIFTY01NOV1824500PE_2018-10-26.csv,4,0,4,-730.5,25608.0
BANKNIFTY01NOV1824600CE_2018-10-26.csv,8,3,5,129.75,76091.25
BANKNIFTY01NOV1824600PE_2018-10-26.csv,8,2,6,-456.75,60159.75
BANKNIFTY01NOV1824700CE_2018-10-26.csv,10,4,6,97.5,76812.0
BANKNIFTY01NOV1824700PE_2018-10-26.csv,7,2,5,-329.25,69071.25
BANKNIFTY01NOV1824800CE_2018-10-26.csv,6,2,4,-303.0,36516.0
BANKNIFTY01NOV1824800PE_2018-10-26.csv,9,5,4,2086.5,97327.5
BANKNIFTY01NOV1824900CE_2018-10-26.csv,7,3,4,181.5,37075.5
BANKNIFTY01NOV1824900PE_2018-10-26.csv,8,3,5,414.0,106077.75
BANKNIFTY01NOV1825000CE_2018-10-26.csv,5,1,4,-264.0,21900.0
BANKNIFTY01NOV1825100CE_2018-10-26.csv,6,3,3,297.75,17688.75
BANKNIFTY01NOV1825200CE_2018-10-26.csv,7,4,3,351.75,16835.25
BANKNIFTY01NOV1825300CE_2018-10-26.csv,8,3,5,36.75,13752.75
BANKNIFTY01NOV1825400CE_2018-10-26.csv,10,4,6,87.75,13856.25
BANKNIFTY01NOV1825500CE_2018-10-26.csv,11,5,6,78.0,10287.0
BANKNIFTY01NOV1825600CE_2018-10-26.csv,12,4,8,-57.75,7767.75
BANKNIFTY01NOV1825700CE_2018-10-26.csv,14,4,10,-52.5,6765.0
BANKNIFTY01NOV1823500PE_2018-10-29.csv,13,0,13,-213.0,5757.0
BANKNIFTY01NOV1823600PE_2018-10-29.csv,16,3,13,-208.5,8358.0
BANKNIFTY01NOV1823700PE_2018-10-29.csv,10,1,9,-247.5,7833.0
BANKNIFTY01NOV1823800PE_2018-10-29.csv,11,1,10,-303.0,9273.0
BANKNIFTY01NOV1823900PE_2018-10-29.csv,9,2,7,-270.75,10601.25
BANKNIFTY01NOV1824000PE_2018-10-29.csv,10,2,8,-387.0,18216.0
BANKNIFTY01NOV1824100PE_2018-10-29.csv,10,2,8,-450.0,20856.0
BANKNIFTY01NOV1824200PE_2018-10-29.csv,9,1,8,-742.5,23896.5
BANKNIFTY01NOV1824300PE_2018-10-29.csv,7,2,5,-339.0,19347.0
BANKNIFTY01NOV1824400CE_2018-10-29.csv,12,8,4,3969.0,158860.5
BANKNIFTY01NOV1824400PE_2018-10-29.csv,7,2,5,-298.5,23623.5
BANKNIFTY01NOV1824500CE_2018-10-29.csv,10,6,4,1772.25,101444.25
BANKNIFTY01NOV1824500PE_2018-10-29.csv,9,3,6,-45.75,44663.25
BANKNIFTY01NOV1824600CE_2018-10-29.csv,7,5,2,1542.0,67618.5
BANKNIFTY01NOV1824600PE_2018-10-29.csv,10,2,8,-903.0,65869.5
BANKNIFTY01NOV1824700CE_2018-10-29.csv,8,6,2,1794.75,64065.75
BANKNIFTY01NOV1824700PE_2018-10-29.csv,10,0,10,-2850.75,85178.25
BANKNIFTY01NOV1824800CE_2018-10-29.csv,5,3,2,780.75,36522.75
BANKNIFTY01NOV1824800PE_2018-10-29.csv,10,1,9,-2545.5,102156.0
BANKNIFTY01NOV1824900CE_2018-10-29.csv,10,6,4,631.5,49612.5
BANKNIFTY01NOV1824900PE_2018-10-29.csv,15,3,12,-2997.0,165690.0
BANKNIFTY01NOV1825000CE_2018-10-29.csv,7,5,2,553.5,22456.5
BANKNIFTY01NOV1825100CE_2018-10-29.csv,9,5,4,463.5,20593.5
BANKNIFTY01NOV1825200CE_2018-10-29.csv,11,6,5,343.5,21533.25
BANKNIFTY01NOV1825300CE_2018-10-29.csv,10,8,2,634.5,12957.0
BANKNIFTY01NOV1824100PE_2018-10-30.csv,16,8,8,34.5,9258.0
BANKNIFTY01NOV1824200PE_2018-10-30.csv,13,4,9,-231.75,10092.75
BANKNIFTY01NOV1824300PE_2018-10-30.csv,16,8,8,107.25,16871.25
BANKNIFTY01NOV1824400PE_2018-10-30.csv,15,6,9,-65.25,21473.25
BANKNIFTY01NOV1824500PE_2018-10-30.csv,15,6,9,-38.25,27810.75
BANKNIFTY01NOV1824600PE_2018-10-30.csv,13,5,8,-245.25,30786.75
BANKNIFTY01NOV1824700CE_2018-10-30.csv,15,6,9,-23.25,167323.5
BANKNIFTY01NOV1824700PE_2018-10-30.csv,12,4,8,-6.0,42004.5
BANKNIFTY01NOV1824800CE_2018-10-30.csv,8,2,6,-1263.75,76803.75
BANKNIFTY01NOV1824800PE_2018-10-30.csv,11,3,8,-596.25,47193.75
BANKNIFTY01NOV1824900CE_2018-10-30.csv,10,4,6,-154.5,77055.75
BANKNIFTY01NOV1824900PE_2018-10-30.csv,9,3,6,-297.75,53815.5
BANKNIFTY01NOV1825000CE_2018-10-30.csv,8,5,3,938.25,47475.0
BANKNIFTY01NOV1825000PE_2018-10-30.csv,8,2,6,-675.75,54884.25
BANKNIFTY01NOV1825100CE_2018-10-30.csv,10,4,6,189.0,43300.5
BANKNIFTY01NOV1825100PE_2018-10-30.csv,10,3,7,-729.75,87312.0
BANKNIFTY01NOV1825200CE_2018-10-30.csv,10,3,7,6.0,31887.0
BANKNIFTY01NOV1825200PE_2018-10-30.csv,17,7,10,811.5,180921.0
BANKNIFTY01NOV1825300CE_2018-10-30.csv,12,4,8,34.5,26310.0
BANKNIFTY01NOV1825300PE_2018-10-30.csv,17,6,11,564.0,223488.75
BANKNIFTY01NOV1825400CE_2018-10-30.csv,15,6,9,123.0,23379.0
BANKNIFTY01NOV1825500CE_2018-10-30.csv,14,5,9,18.0,15810.0
BANKNIFTY01NOV1825600CE_2018-10-30.csv,18,9,9,273.75,15075.75
BANKNIFTY01NOV1825700CE_2018-10-30.csv,20,10,10,151.5,10252.5
BANKNIFTY01NOV1823900PE_2018-10-31.csv,21,4,17,-113.25,6522.75
BANKNIFTY01NOV1824000PE_2018-10-31.csv,13,3,10,-121.5,6361.5
BANKNIFTY01NOV1824100PE_2018-10-31.csv,13,4,9,-45.75,8312.25
BANKNIFTY01NOV1824200PE_2018-10-31.csv,7,2,5,-150.0,7342.5
BANKNIFTY01NOV1824300PE_2018-10-31.csv,5,2,3,-219.0,6837.0
BANKNIFTY01NOV1824400CE_2018-10-31.csv,21,12,9,4847.25,294979.5
BANKNIFTY01NOV1824400PE_2018-10-31.csv,8,3,5,-124.5,16900.5
BANKNIFTY01NOV1824500CE_2018-10-31.csv,14,8,6,2787.0,169732.5
BANKNIFTY01NOV1824500PE_2018-10-31.csv,9,2,7,-215.25,20244.75
BANKNIFTY01NOV1824600CE_2018-10-31.csv,10,5,5,1338.75,105606.0
BANKNIFTY01NOV1824600PE_2018-10-31.csv,9,3,6,105.75,29963.25
BANKNIFTY01NOV1824700CE_2018-10-31.csv,7,4,3,1078.5,58288.5
BANKNIFTY01NOV1824700PE_2018-10-31.csv,6,2,4,-76.5,30607.5
BANKNIFTY01NOV1824800CE_2018-10-31.csv,7,5,2,1059.75,43988.25
BANKNIFTY01NOV1824800PE_2018-10-31.csv,6,2,4,-576.0,37102.5
BANKNIFTY01NOV1824900CE_2018-10-31.csv,8,5,3,115.5,35080.5
BANKNIFTY01NOV1824900PE_2018-10-31.csv,9,3,6,-744.0,70869.0
BANKNIFTY01NOV1825000CE_2018-10-31.csv,10,6,4,573.0,36165.0
BANKNIFTY01NOV1825000PE_2018-10-31.csv,7,2,5,-426.0,67665.0
BANKNIFTY01NOV1825100CE_2018-10-31.csv,12,8,4,409.5,25149.0
BANKNIFTY01NOV1825200CE_2018-10-31.csv,10,6,4,291.75,15995.25
BANKNIFTY01NOV1825300CE_2018-10-31.csv,10,6,4,168.0,9693.0
BANKNIFTY01NOV1825400CE_2018-10-31.csv,13,7,6,43.5,8599.5
BANKNIFTY01NOV1824800CE_2018-11-01.csv,17,9,8,2460.0,217212.75
BANKNIFTY01NOV1824900CE_2018-11-01.csv,19,7,12,-1002.75,192771.75
BANKNIFTY01NOV1825000CE_2018-11-01.csv,13,6,7,-130.5,92470.5
BANKNIFTY01NOV1825000PE_2018-11-01.csv,24,11,13,59.25,6922.5
BANKNIFTY01NOV1825100CE_2018-11-01.csv,13,7,6,582.0,67812.0
BANKNIFTY01NOV1825100PE_2018-11-01.csv,17,10,7,198.0,10017.75
BANKNIFTY01NOV1825200CE_2018-11-01.csv,15,5,10,-210.75,48512.25
BANKNIFTY01NOV1825200PE_2018-11-01.csv,20,12,8,594.75,19848.0
BANKNIFTY01NOV1825300CE_2018-11-01.csv,15,7,8,256.5,20839.5
BANKNIFTY01NOV1825300PE_2018-11-01.csv,15,6,9,-119.25,41037.0
BANKNIFTY01NOV1825400CE_2018-11-01.csv,19,8,11,-129.75,8104.5
BANKNIFTY01NOV1825400PE_2018-11-01.csv,14,3,11,-1500.75,65108.25
BANKNIFTY01NOV1825500PE_2018-11-01.csv,12,2,10,-1649.25,92292.75
BANKNIFTY01NOV1825600PE_2018-11-01.csv,24,10,14,1513.5,237858.75
BANKNIFTY06NOV1824800PE_2018-11-02.csv,11,3,8,-22.5,4833.0
BANKNIFTY06NOV1824900PE_2018-11-02.csv,12,4,8,-40.5,6598.5
BANKNIFTY06NOV1825000PE_2018-11-02.csv,12,1,11,-275.25,9126.75
BANKNIFTY06NOV1825100PE_2018-11-02.csv,9,1,8,-255.75,8784.75
BANKNIFTY06NOV1825200PE_2018-11-02.csv,12,4,8,-150.75,16512.75
BANKNIFTY06NOV1825300CE_2018-11-02.csv,8,2,6,-1013.25,116544.75
BANKNIFTY06NOV1825300PE_2018-11-02.csv,11,2,9,-351.75,20180.25
BANKNIFTY06NOV1825400CE_2018-11-02.csv,7,2,5,-811.5,84464.25
BANKNIFTY06NOV1825400PE_2018-11-02.csv,10,4,6,-132.0,27099.75
BANKNIFTY06NOV1825500CE_2018-11-02.csv,7,2,5,-657.75,66414.75
BANKNIFTY06NOV1825500PE_2018-11-02.csv,9,4,5,30.0,33129.0
BANKNIFTY06NOV1825600CE_2018-11-02.csv,7,3,4,291.75,51870.75
BANKNIFTY06NOV1825600PE_2018-11-02.csv,10,3,7,-348.0,43578.0
BANKNIFTY06NOV1825700CE_2018-11-02.csv,7,3,4,0.0,40282.5
BANKNIFTY06NOV1825700PE_2018-11-02.csv,6,0,6,-1332.75,38920.5
BANKNIFTY06NOV1825800CE_2018-11-02.csv,5,3,2,357.75,22950.75
BANKNIFTY06NOV1825800PE_2018-11-02.csv,13,2,11,-1839.0,100949.25
BANKNIFTY06NOV1825900CE_2018-11-02.csv,8,3,5,-232.5,26314.5
BANKNIFTY06NOV1825900PE_2018-11-02.csv,16,2,14,-3399.75,153597.0
BANKNIFTY06NOV1826000CE_2018-11-02.csv,7,2,5,-237.0,16476.0
BANKNIFTY06NOV1826100CE_2018-11-02.csv,9,3,6,-180.75,13578.75
BANKNIFTY06NOV1826200CE_2018-11-02.csv,11,5,6,25.5,13327.5
BANKNIFTY06NOV1826300CE_2018-11-02.csv,11,3,8,-39.0,7312.5
BANKNIFTY06NOV1825100PE_2018-11-05.csv,9,2,7,-15.0,2917.5
BANKNIFTY06NOV1825200PE_2018-11-05.csv,16,6,10,-6.75,7745.25
BANKNIFTY06NOV1825300CE_2018-11-05.csv,13,5,8,209.25,144576.0
BANKNIFTY06NOV1825300PE_2018-11-05.csv,15,6,9,26.25,11979.75
BANKNIFTY06NOV1825400CE_2018-11-05.csv,13,5,8,-226.5,115341.75
BANKNIFTY06NOV1825400PE_2018-11-05.csv,13,5,8,131.25,18275.25
BANKNIFTY06NOV1825500CE_2018-11-05.csv,8,3,5,-303.75,52377.75
BANKNIFTY06NOV1825500PE_2018-11-05.csv,13,6,7,80.25,30261.75
BANKNIFTY06NOV1825600CE_2018-11-05.csv,8,4,4,378.75,42321.75
BANKNIFTY06NOV1825600PE_2018-11-05.csv,8,2,6,-505.5,24072.0
BANKNIFTY06NOV1825700CE_2018-11-05.csv,11,6,5,332.25,34176.75
BANKNIFTY06NOV1825700PE_2018-11-05.csv,11,3,8,-1397.25,50754.75
BANKNIFTY06NOV1825800CE_2018-11-05.csv,9,3,6,-181.5,21573.0
BANKNIFTY06NOV1825800PE_2018-11-05.csv,12,4,8,-921.0,78090.0
BANKNIFTY06NOV1825900CE_2018-11-05.csv,10,5,5,158.25,12942.75
BANKNIFTY06NOV1825900PE_2018-11-05.csv,17,5,12,-1452.0,145666.5
BANKNIFTY06NOV1826000CE_2018-11-05.csv,12,4,8,-60.0,9597.75
BANKNIFTY06NOV1826100CE_2018-11-05.csv,16,5,11,-76.5,6381.0
BANKNIFTY06NOV1825400CE_2018-11-06.csv,13,5,8,-435.0,109477.5
BANKNIFTY06NOV1825500CE_2018-11-06.csv,8,2,6,-983.25,59208.75
BANKNIFTY06NOV1825600CE_2018-11-06.csv,10,3,7,-1016.25,44499.0
BANKNIFTY06NOV1825700CE_2018-11-06.csv,14,5,9,-484.5,30851.25
BANKNIFTY06NOV1825700PE_2018-11-06.csv,13,3,10,-324.75,11597.25
BANKNIFTY06NOV1825800CE_2018-11-06.csv,15,3,12,-289.5,11487.75
BANKNIFTY06NOV1825800PE_2018-11-06.csv,10,3,7,-303.0,23121.0
BANKNIFTY06NOV1825900CE_2018-11-06.csv,23,10,13,45.0,5324.25
BANKNIFTY06NOV1825900PE_2018-11-06.csv,11,4,7,501.75,52182.0
BANKNIFTY06NOV1826000PE_2018-11-06.csv,8,3,5,226.5,59867.25
BANKNIFTY06NOV1826100PE_2018-11-06.csv,13,7,6,2211.0,142819.5
BANKNIFTY15NOV1824900PE_2018-11-09.csv,12,5,7,3.75,7326.75
